"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"514720",108105,2015-07-22,2015-08-21,"C",2120,17.7,18.8,802,5734,0.093983,0.442478,0.00704,234.9618,-122.7402,107559306,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.997240566037736,18.25,30,22,0.189600642857143,0.0836975519871302
"514722",108105,2015-07-22,2015-08-21,"C",2130,12.6,14,1462,6314,0.089676,0.367399,0.007042,224.2523,-113.0843,107655810,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.992558685446009,13.3,30,22,0.189600642857143,0.08038637899284
"514724",108105,2015-07-22,2015-08-21,"C",2140,8.4,9.5,2061,9252,0.084298,0.288166,0.006788,203.2145,-97.24219,107559307,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.987920560747664,8.95,30,22,0.189600642857143,0.0759654386624518
"514726",108105,2015-07-22,2015-08-21,"C",2150,5.4,6.3,13501,31863,0.080827,0.215304,0.006067,174.1534,-80.69344,107521765,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.983325581395349,5.85,30,22,0.189600642857143,0.0732352819031192
"514728",108105,2015-07-22,2015-08-21,"C",2160,3.4,4.3,1711,16579,0.079533,0.15668,0.005061,142.9392,-65.80096,107559308,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.978773148148148,3.85,30,22,0.189600642857143,0.0724461750266216
"514730",108105,2015-07-22,2015-08-21,"C",2170,1.9,2.65,1961,18181,0.076969,0.104693,0.003954,108.0849,-48.51815,107655811,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.97426267281106,2.275,30,22,0.189600642857143,0.0704039406458355
"514732",108105,2015-07-22,2015-08-21,"C",2180,1.2,1.85,1865,13629,0.078046,0.074008,0.003012,83.47279,-38.28643,107559309,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.969793577981651,1.525,30,22,0.189600642857143,0.07168956165959
"514734",108105,2015-07-22,2015-08-21,"C",2190,0.75,1.25,12458,19801,0.078991,0.051077,0.002228,62.49363,-29.19437,107655812,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.965365296803653,1,30,22,0.189600642857143,0.0728091442023952
"514736",108105,2015-07-22,2015-08-21,"C",2200,0.55,1,3083,33167,0.082608,0.039409,0.001729,50.72087,-24.92414,107521767,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,0.775,30,22,0.189600642857143,0.0763867299666645
"514738",108105,2015-07-22,2015-08-21,"C",2210,0.3,0.8,765,7401,0.084741,0.028546,0.001293,38.89885,-19.69834,107655813,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.956628959276018,0.55,30,22,0.189600642857143,0.0785563887644809
"514740",108105,2015-07-22,2015-08-21,"C",2220,0.1,0.45,706,9915,0.082481,0.015798,0.000805,23.58986,-11.66593,107559310,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.95231981981982,0.275,30,22,0.189600642857143,0.0766013068241821
"514742",108105,2015-07-22,2015-08-21,"C",2230,0.15,0.55,760,2035,0.091859,0.017813,0.000801,26.1403,-14.45866,107655814,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.94804932735426,0.35,30,22,0.189600642857143,0.0855117993808142
"514744",108105,2015-07-22,2015-08-21,"C",2240,0.05,0.5,656,4089,0.094955,0.013939,0.000628,21.1825,-12.14716,107559311,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.943816964285714,0.275,30,22,0.189600642857143,0.0885377095294818
"514746",108105,2015-07-22,2015-08-21,"C",2250,0.05,0.3,786,14192,0.095337,0.009241,0.000438,14.8216,-8.55389,107521769,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.939622222222222,0.175,30,22,0.189600642857143,0.0890100915210597
"514748",108105,2015-07-22,2015-08-21,"C",2260,0.05,0.45,121,405,0.105771,0.011621,0.000482,18.09868,-11.62122,107559312,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.935464601769912,0.25,30,22,0.189600642857143,0.0989064947859845
"514752",108105,2015-07-22,2015-08-21,"C",2280,0.05,0.4,913,867,0.115976,0.009732,0.000377,15.50695,-10.96117,107559313,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.927258771929825,0.225,30,22,0.189600642857143,0.108687527183207
"514754",108105,2015-07-22,2015-08-21,"C",2300,0.05,0.1,3182,2559,0.11266,0.003668,0.000163,6.531168,-4.496102,107521771,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.919195652173913,0.075,30,22,0.189600642857143,0.105729609576302
"514756",108105,2015-07-22,2015-08-21,"C",2350,0,0.1,361,3268,0.132459,0.002177,8.7e-05,4.079504,-3.32083,107521773,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.899638297872341,0.05,30,22,0.189600642857143,0.124704985345506
"514941",108105,2015-07-22,2015-09-18,"C",2075,58.3,60.5,113,34606,0.122437,0.637504,0.003648,311.8001,-99.68993,105389266,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.01886746987952,59.4,58,41,0.258461342857143,0.106530789571444
"514947",108105,2015-07-22,2015-09-18,"C",2105,38.2,40.4,13773,14212,0.112762,0.522913,0.004214,331.6784,-101.2841,107941869,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.00434679334917,39.3,58,41,0.258461342857143,0.100324987239857
"514950",108105,2015-07-22,2015-09-18,"C",2120,29.4,31.2,153,14553,0.107079,0.456641,0.004421,330.462,-97.18233,107711337,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.997240566037736,30.3,58,41,0.258461342857143,0.0960701495962551
"514954",108105,2015-07-22,2015-09-18,"C",2140,19.2,20.7,271,3317,0.09945,0.359994,0.004494,311.9458,-86.63479,107711339,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.987920560747664,19.95,58,41,0.258461342857143,0.0901034573323455
"514958",108105,2015-07-22,2015-09-18,"C",2160,11.3,12.7,419,11909,0.09266,0.260801,0.004191,271.0298,-71.21848,107711340,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.978773148148148,12,58,41,0.258461342857143,0.0847009704245474
"514964",108105,2015-07-22,2015-09-18,"C",2190,4.3,5.3,165,7966,0.085578,0.134807,0.003031,181.046,-44.86022,107711343,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.965365296803653,4.8,58,41,0.258461342857143,0.0791613132589031
"514968",108105,2015-07-22,2015-09-18,"C",2210,1.75,2.8,439,16335,0.081767,0.075228,0.002075,118.4541,-28.3636,107711344,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.956628959276018,2.275,58,41,0.258461342857143,0.076124871635382
"514971",108105,2015-07-22,2015-09-18,"C",2225,1.2,1.5,16667,17002,0.08114,0.048449,0.001483,83.97365,-20.11083,105389272,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.950179775280899,1.35,58,41,0.258461342857143,0.0758789056209198
"514976",108105,2015-07-22,2015-09-18,"C",2250,0.6,1.05,197,20384,0.086458,0.029854,0.000938,56.58759,-14.61388,105389273,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.939622222222222,0.825,58,41,0.258461342857143,0.0814010215327698
"514984",108105,2015-07-22,2015-09-18,"C",2300,0.2,0.6,1035,68917,0.099084,0.013915,0.000429,29.64628,-8.915368,105389275,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.919195652173913,0.4,58,41,0.258461342857143,0.0941383927322192
"515128",108105,2015-07-22,2015-10-16,"C",2200,7.7,8.9,502,4415,0.092246,0.168578,0.00267,256.3755,-44.96942,108163461,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,8.3,86,61,0.296742142857143,0.0842908908006863
"515133",108105,2015-07-22,2015-10-16,"C",2240,2.4,2.9,198,757,0.085381,0.069861,0.001537,136.6341,-22.64298,108196377,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.943816964285714,2.65,86,61,0.296742142857143,0.0789525640887187
"515264",108105,2015-07-22,2015-12-19,"C",1950,179.7,182.3,258,21036,0.166168,0.76961,0.001328,399.9982,-56.12399,100903137,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.08417948717949,181,150,105,0.373645971428571,0.127303497798318
"515277",108105,2015-07-22,2015-12-19,"C",2125,55,56.8,220,10274,0.125479,0.455582,0.002331,530.1107,-66.91914,102498027,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.994894117647059,55.9,150,105,0.373645971428571,0.109293530578789
"515280",108105,2015-07-22,2015-12-19,"C",2200,21.2,22.8,1033,52716,0.107589,0.259615,0.002229,434.6939,-49.09963,100269211,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,22,150,105,0.373645971428571,0.0962298918156183
"515290",108105,2015-07-22,2015-12-19,"C",2250,8.4,9.5,201,26864,0.096759,0.138599,0.001693,296.8587,-30.85436,100269212,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.939622222222222,8.95,150,105,0.373645971428571,0.0877570098699318
"515292",108105,2015-07-22,2015-12-19,"C",2300,2.3,3.4,1173,64327,0.088624,0.057075,0.000958,153.9407,-14.94628,102498030,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.919195652173913,2.85,150,105,0.373645971428571,0.0813393229603878
"515365",108105,2015-07-22,2016-01-15,"C",2100,77.3,80.2,200,13096,0.136794,0.511686,0.001967,579.7891,-65.52142,103574116,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.0067380952381,78.75,177,123,0.402904714285714,0.118030469777356
"515369",108105,2015-07-22,2016-01-15,"C",2200,27.6,29.1,200,6416,0.112996,0.284671,0.002036,495.7231,-48.84405,103574120,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,28.35,177,123,0.402904714285714,0.100909766754777
"516307",108105,2015-07-22,2015-08-07,"C",2110,17.6,18.1,483,4987,0.093897,0.527726,0.009567,175.9988,-168.9002,107644872,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.00196682464455,17.85,16,12,0.164325428571429,0.0848339880303671
"516311",108105,2015-07-22,2015-08-07,"C",2130,7.4,7.7,106,2902,0.082747,0.320038,0.009759,158.2228,-137.4576,107644876,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.992558685446009,7.55,16,12,0.164325428571429,0.0758842913272468
"516314",108105,2015-07-22,2015-08-07,"C",2145,2.95,3.2,360,887,0.076217,0.171413,0.007538,112.5721,-91.50409,107644879,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.985617715617716,3.075,16,12,0.164325428571429,0.0704970822852631
"516316",108105,2015-07-22,2015-08-07,"C",2155,1.45,1.6,971,5326,0.073627,0.099547,0.005366,77.40735,-61.31366,107644881,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.981044083526682,1.525,16,12,0.164325428571429,0.0684241669847969
"516318",108105,2015-07-22,2015-08-07,"C",2165,0.7,0.85,363,2640,0.073502,0.056242,0.003479,50.10674,-39.92197,107644883,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.976512702078522,0.775,16,12,0.164325428571429,0.0685883353320792
"516320",108105,2015-07-22,2015-08-07,"C",2175,0.45,0.55,211,2534,0.077463,0.036785,0.002347,35.62004,-30.108,107644885,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.972022988505747,0.5,16,12,0.164325428571429,0.0725448697311999
"516323",108105,2015-07-22,2015-08-07,"C",2190,0.2,0.3,140,1804,0.082485,0.018888,0.001263,20.41276,-18.50459,107644888,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.965365296803653,0.25,16,12,0.164325428571429,0.0775489052744163
"516340",108105,2015-07-22,2015-08-07,"C",2300,0,0.05,129,3144,0.135909,0.001469,8e-05,2.119623,-3.231349,107644903,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.919195652173913,0.025,16,12,0.164325428571429,0.129206977227964
"516481",108105,2015-07-22,2015-08-14,"C",2100,27.2,28.2,204,2429,0.100841,0.592018,0.007243,205.7259,-142.7592,107688275,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.0067380952381,27.7,23,17,0.176102095238095,0.09008783673242
"516487",108105,2015-07-22,2015-08-14,"C",2130,10.4,10.8,1026,1635,0.086002,0.349316,0.008103,196.2817,-121.0613,107688281,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.992558685446009,10.6,23,17,0.176102095238095,0.0786423302234482
"516490",108105,2015-07-22,2015-08-14,"C",2145,5.1,5.5,2977,2819,0.079634,0.220499,0.007012,157.2613,-91.24013,107688284,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.985617715617716,5.3,23,17,0.176102095238095,0.0734537786515479
"516492",108105,2015-07-22,2015-08-14,"C",2155,3,3.2,3343,7225,0.076684,0.148619,0.005692,122.9273,-69.31861,107688286,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.981044083526682,3.1,23,17,0.176102095238095,0.0710922185110987
"516494",108105,2015-07-22,2015-08-14,"C",2165,1.65,1.9,124,1356,0.075242,0.095486,0.004247,90.00763,-50.21778,107688288,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.976512702078522,1.775,23,17,0.176102095238095,0.0700732052075269
"516496",108105,2015-07-22,2015-08-14,"C",2175,0.9,1.1,186,3440,0.074735,0.05911,0.002968,62.46691,-34.86441,107688290,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.972022988505747,1,23,17,0.176102095238095,0.06987073261666
"516498",108105,2015-07-22,2015-08-14,"C",2185,0.55,0.7,638,4729,0.076411,0.038639,0.002066,44.45259,-25.52782,107688292,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.967574370709382,0.625,23,17,0.176102095238095,0.0716846388225329
"516502",108105,2015-07-22,2015-08-14,"C",2205,0.25,0.35,123,322,0.082439,0.018931,0.001056,24.5195,-15.34134,107688296,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.958798185941043,0.3,23,17,0.176102095238095,0.0777535979826927
"516669",108105,2015-07-22,2015-08-28,"C",2160,5.4,5.9,107,432,0.081624,0.189244,0.004923,182.0768,-66.44888,107874154,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.978773148148148,5.65,37,27,0.207403892857143,0.0751803831875974
"516672",108105,2015-07-22,2015-08-28,"C",2175,2.8,3,173,517,0.077932,0.114633,0.00369,130.2839,-45.92831,107874157,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.972022988505747,2.9,37,27,0.207403892857143,0.0722443819630739
"516677",108105,2015-07-22,2015-08-28,"C",2200,0.85,1.1,132,12145,0.076936,0.046047,0.001864,64.96884,-22.98716,107874162,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,0.975,37,27,0.207403892857143,0.071974670327348
"516848",108105,2015-07-22,2015-08-31,"C",2150,8.6,9.3,119,9306,0.084349,0.255673,0.005441,224.82,-77.29533,107021383,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.983325581395349,8.95,40,28,0.215033857142857,0.0786878173564554
"516858",108105,2015-07-22,2015-08-31,"C",2200,0.95,1.2,116,691,0.075629,0.049173,0.001922,71.19771,-22.79432,107021385,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.960977272727273,1.075,40,28,0.215033857142857,0.0720453916280444
"517029",108105,2015-07-22,2015-09-04,"C",2160,7.5,8.3,983,183,0.086285,0.220341,0.004675,217.3207,-69.87204,107924758,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.978773148148148,7.9,44,32,0.225207142857143,0.0791648021559518
"517212",108105,2015-07-22,2015-09-11,"C",2175,5.4,6,313,305,0.083307,0.165374,0.003772,196.2721,-52.63984,107969644,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,0.972022988505747,5.7,51,36,0.243010392857143,0.0776164501878391
"534894",108105,2015-07-29,2015-08-21,"C",2075,41.5,43.9,1317,18323,0.116312,0.70441,0.005722,178.3442,-146.0977,107521762,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.01617831325301,42.7,23,17,0.180287571428571,0.10026191961242
"534897",108105,2015-07-29,2015-08-21,"C",2090,31,32.2,122,2083,0.109423,0.618562,0.006718,196.9911,-156.0093,107655808,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.00888516746411,31.6,23,17,0.180287571428571,0.0958603168432027
"534899",108105,2015-07-29,2015-08-21,"C",2100,24.2,25.4,6915,58637,0.104258,0.551412,0.00732,204.5232,-156.5647,107521763,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.00408095238095,24.8,23,17,0.180287571428571,0.0920978936471118
"534901",108105,2015-07-29,2015-08-21,"C",2110,18.2,19.2,289,4802,0.099154,0.475981,0.00775,205.9244,-151.8418,107655809,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.999322274881517,18.7,23,17,0.180287571428571,0.0882259364872325
"534903",108105,2015-07-29,2015-08-21,"C",2120,12.1,13.7,790,10536,0.091548,0.390798,0.008094,198.569,-136.4055,107559306,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.994608490566038,12.9,23,17,0.180287571428571,0.0818732295512041
"534905",108105,2015-07-29,2015-08-21,"C",2130,8.3,9.4,799,10605,0.088183,0.306494,0.007685,181.604,-121.5601,107655810,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.98993896713615,8.85,23,17,0.180287571428571,0.0793712786871394
"534907",108105,2015-07-29,2015-08-21,"C",2140,5.1,5.9,1305,13355,0.083601,0.222822,0.006888,154.3231,-98.82069,107559307,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.98531308411215,5.5,23,17,0.180287571428571,0.0756245610812048
"534909",108105,2015-07-29,2015-08-21,"C",2150,2.8,3.6,2577,30518,0.080013,0.150343,0.005635,120.8363,-74.67034,107521765,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.98073023255814,3.2,23,17,0.180287571428571,0.0727088077463501
"534911",108105,2015-07-29,2015-08-21,"C",2160,1.45,2,1355,19323,0.077056,0.093319,0.00418,86.32469,-51.74517,107559308,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.976189814814815,1.725,23,17,0.180287571428571,0.0703001360453356
"534913",108105,2015-07-29,2015-08-21,"C",2170,0.75,1.55,1256,17779,0.079435,0.064599,0.003068,65.30615,-40.65597,107655811,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.971691244239631,1.15,23,17,0.180287571428571,0.0727666065968974
"534915",108105,2015-07-29,2015-08-21,"C",2180,0.3,0.7,198,13171,0.075652,0.032771,0.001869,37.88478,-22.56919,107559309,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.967233944954129,0.5,23,17,0.180287571428571,0.0694828309725167
"534917",108105,2015-07-29,2015-08-21,"C",2190,0.25,0.45,129,11139,0.079133,0.023007,0.00133,28.21021,-17.67177,107655812,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.962817351598174,0.35,23,17,0.180287571428571,0.0728900913292448
"534924",108105,2015-07-29,2015-08-21,"C",2225,0.1,0.3,219,21317,0.097773,0.011564,0.000597,15.65505,-12.27171,107521768,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.94767191011236,0.2,23,17,0.180287571428571,0.0906900357209951
"535119",108105,2015-07-29,2015-09-18,"C",2050,71.8,74.3,361,47677,0.13258,0.707757,0.003302,266.6003,-104.0521,105389265,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.02857073170732,73.05,51,36,0.262871228571429,0.114327093701943
"535124",108105,2015-07-29,2015-09-18,"C",2075,53.7,55.4,1570,37887,0.124736,0.624424,0.003882,294.886,-112.2621,105389266,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.01617831325301,54.55,51,36,0.262871228571429,0.110060557882547
"535126",108105,2015-07-29,2015-09-18,"C",2085,46.6,48.3,674,15998,0.120713,0.586707,0.00412,302.8935,-112.7982,107941867,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.01130455635492,47.45,51,36,0.262871228571429,0.107220687330875
"535128",108105,2015-07-29,2015-09-18,"C",2095,39.9,41.6,5049,17458,0.116803,0.545675,0.004335,308.3551,-112.2581,107941868,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.00647732696897,40.75,51,36,0.262871228571429,0.104397208331404
"535130",108105,2015-07-29,2015-09-18,"C",2105,33.7,35.4,656,16681,0.11319,0.50152,0.004504,310.5151,-110.6451,107941869,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.00169596199525,34.55,51,36,0.262871228571429,0.101774569906268
"535134",108105,2015-07-29,2015-09-18,"C",2125,22.5,24,2756,31850,0.105006,0.404571,0.004719,301.7954,-101.4503,105389268,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.992268235294118,23.25,51,36,0.262871228571429,0.095358813140197
"535138",108105,2015-07-29,2015-09-18,"C",2145,13.4,14.9,537,638,0.097006,0.299879,0.004585,270.9048,-85.38742,107941872,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.983016317016317,14.15,51,36,0.262871228571429,0.0888600522644032
"535141",108105,2015-07-29,2015-09-18,"C",2160,8.4,9.6,760,7263,0.091482,0.222461,0.004169,232.2881,-69.75397,107711340,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.976189814814815,9,51,36,0.262871228571429,0.0842945883513843
"535144",108105,2015-07-29,2015-09-18,"C",2175,4.9,5.9,275,23576,0.087134,0.15436,0.003491,185.2908,-53.51353,105389270,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.969457471264368,5.4,51,36,0.262871228571429,0.0807364074123538
"535147",108105,2015-07-29,2015-09-18,"C",2190,2.4,3.4,292,8726,0.082602,0.096806,0.002657,133.651,-36.90008,107711343,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.962817351598174,2.9,51,36,0.262871228571429,0.0769049759478791
"535149",108105,2015-07-29,2015-09-18,"C",2200,1.65,2.45,2009,49061,0.082176,0.07262,0.002152,107.7165,-29.76186,105389271,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.958440909090909,2.05,51,36,0.262871228571429,0.0767662815694073
"535152",108105,2015-07-29,2015-09-18,"C",2215,0.8,1.55,250,2036,0.081598,0.045329,0.001496,74.36912,-20.56002,107941878,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.951950338600452,1.175,51,36,0.262871228571429,0.0765585871700644
"535154",108105,2015-07-29,2015-09-18,"C",2225,0.5,1.2,563,27397,0.082271,0.033946,0.001173,58.77995,-16.46079,105389272,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.94767191011236,0.85,51,36,0.262871228571429,0.0773952625538821
"535159",108105,2015-07-29,2015-09-18,"C",2250,0.2,0.5,558,21224,0.083389,0.015281,0.000591,30.01878,-8.601118,105389273,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.937142222222222,0.35,51,36,0.262871228571429,0.0788678819889832
"535299",108105,2015-07-29,2015-10-16,"C",2100,47.7,50.1,549,6099,0.124659,0.51361,0.003267,386.971,-95.17927,108163457,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.00408095238095,48.9,79,56,0.302914428571429,0.110545033246258
"535304",108105,2015-07-29,2015-10-16,"C",2140,25.5,27.6,475,363,0.110456,0.36842,0.003492,366.5031,-82.05577,108196373,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.98531308411215,26.55,79,56,0.302914428571429,0.0995646508708061
"535306",108105,2015-07-29,2015-10-16,"C",2160,16.9,19.1,430,2560,0.103923,0.290087,0.003372,332.9761,-71.00227,108196374,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.976189814814815,18,79,56,0.302914428571429,0.0943587107014588
"535311",108105,2015-07-29,2015-10-16,"C",2200,6,6.5,1068,9516,0.090731,0.140924,0.002525,217.6374,-41.36965,108163461,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.958440909090909,6.25,79,56,0.302914428571429,0.0833958528440422
"535314",108105,2015-07-29,2015-10-16,"C",2225,2.35,2.9,144,780,0.084092,0.072922,0.001689,134.9189,-24.04736,108163462,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.94767191011236,2.625,79,56,0.302914428571429,0.077819151444339
"535494",108105,2015-07-29,2015-12-19,"C",2075,81.9,84.6,104,11522,0.140025,0.55909,0.002131,512.4279,-74.31574,102498026,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,1.01617831325301,83.25,143,100,0.375556571428571,0.120413608292525
"535498",108105,2015-07-29,2015-12-19,"C",2150,38.7,41.1,152,18974,0.120336,0.378243,0.002399,495.7263,-64.71901,102498028,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.98073023255814,39.9,143,100,0.375556571428571,0.106595904292744
"535500",108105,2015-07-29,2015-12-19,"C",2200,18.6,20.7,433,56243,0.107577,0.243026,0.002213,408.7947,-48.91629,100269211,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.958440909090909,19.65,143,100,0.375556571428571,0.0967715819385316
"535512",108105,2015-07-29,2015-12-19,"C",2300,1.5,2.7,108,66063,0.087192,0.045486,0.000835,125.1188,-12.628,102498030,1,NA,1,"CBOE S&P 500 INDEX","E",2108.57,0.916769565217391,2.1,143,100,0.375556571428571,0.0803511292509625
