"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"752993",108105,2015-10-07,2016-01-15,"C",1975,75.4,78.6,1871,3663,0.173604,0.539408,0.002185,409.9162,-111.4169,103574111,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,1.01054683544304,77,100,69,0.335645714285714,0.157071721191264
"753018",108105,2015-10-07,2016-01-15,"C",2100,16.9,19,3347,21496,0.136659,0.225813,0.00211,311.5839,-70.26739,103574116,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.950395238095238,17.95,100,69,0.335645714285714,0.127536219114983
"753041",108105,2015-10-07,2016-01-15,"C",2225,0.75,1.6,199,1432,0.111698,0.027023,0.000537,64.77196,-12.35569,103574121,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.897002247191011,1.175,100,69,0.335645714285714,0.106322555996586
"753119",108105,2015-10-07,2016-03-18,"C",2175,12.4,14.5,501,10305,0.132353,0.152465,0.001335,312.3919,-41.15528,107238030,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.917622988505747,13.45,163,112,0.382299076923077,0.122905314700036
"754215",108105,2015-10-07,2015-10-30,"C",1985,36.7,38.1,2039,4068,0.165877,0.547844,0.004758,198.1193,-239.4448,108567274,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,1.00545591939547,37.4,23,17,0.204175071428571,0.152936855095888
"754220",108105,2015-10-07,2015-10-30,"C",2010,22.7,23.6,159,1442,0.153396,0.421629,0.005085,195.7937,-221.9164,108567278,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.992950248756219,23.15,23,17,0.204175071428571,0.142541290742611
"754223",108105,2015-10-07,2015-10-30,"C",2025,15.8,16.6,1499,11922,0.145821,0.339882,0.005011,183.3953,-198.9874,107660177,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.985595061728395,16.2,23,17,0.204175071428571,0.136029324366002
"754225",108105,2015-10-07,2015-10-30,"C",2035,12,12.7,209,4462,0.141039,0.285364,0.004804,170.0738,-179.2414,108567282,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.980751842751843,12.35,23,17,0.204175071428571,0.131877187138968
"754228",108105,2015-10-07,2015-10-30,"C",2050,7.4,8,297,10417,0.133903,0.206877,0.004256,143.0405,-143.9412,107660178,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.973575609756097,7.7,23,17,0.204175071428571,0.125598076760401
"754230",108105,2015-10-07,2015-10-30,"C",2060,5.2,5.6,510,1242,0.129733,0.160125,0.003744,121.9053,-119.2692,108567286,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.968849514563107,5.4,23,17,0.204175071428571,0.121921022165
"754232",108105,2015-10-07,2015-10-30,"C",2070,3.5,3.9,302,2097,0.126392,0.120279,0.003163,100.345,-95.96394,108567288,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.964169082125604,3.7,23,17,0.204175071428571,0.118997411788616
"754234",108105,2015-10-07,2015-10-30,"C",2080,2.3,2.6,464,595,0.123361,0.087114,0.002564,79.37972,-74.31718,108567289,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.959533653846154,2.45,23,17,0.204175071428571,0.116335917949671
"754236",108105,2015-10-07,2015-10-30,"C",2090,1.5,1.75,205,540,0.121593,0.062267,0.002012,61.41829,-56.83922,108567291,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.954942583732057,1.625,23,17,0.204175071428571,0.114848286191613
"754238",108105,2015-10-07,2015-10-30,"C",2100,1,1.2,277,10299,0.121117,0.044649,0.001552,47.1776,-43.60591,107660180,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.950395238095238,1.1,23,17,0.204175071428571,0.114567022299593
"754245",108105,2015-10-07,2015-10-30,"C",2135,0.25,0.4,150,1616,0.124843,0.014821,0.000599,18.77475,-18.02287,108567298,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.934814988290398,0.325,23,17,0.204175071428571,0.118582055786731
"754255",108105,2015-10-07,2015-10-30,"C",2185,0,0.15,150,461,0.135381,0.003636,0.00016,5.447819,-5.711005,108567306,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.913423340961098,0.075,23,17,0.204175071428571,0.129088677550962
"754428",108105,2015-10-07,2015-11-06,"C",1995,35,36,766,7389,0.160733,0.498277,0.00433,227.8665,-203.667,108554889,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,1.00041604010025,35.5,30,22,0.230752571428571,0.148322903573003
"754431",108105,2015-10-07,2015-11-06,"C",2010,26.7,27.6,109,597,0.153504,0.42996,0.004465,224.4222,-193.0626,108554892,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.992950248756219,27.15,30,22,0.230752571428571,0.142276813568059
"754435",108105,2015-10-07,2015-11-06,"C",2030,17.5,18.2,219,3153,0.144464,0.334027,0.004398,207.9946,-169.9742,108554896,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.983167487684729,17.85,30,22,0.230752571428571,0.134602670653122
"754439",108105,2015-10-07,2015-11-06,"C",2050,10.5,11,7595,9267,0.136022,0.239169,0.003984,177.3989,-137.6198,108554900,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.973575609756097,10.75,30,22,0.230752571428571,0.127316824347089
"754443",108105,2015-10-07,2015-11-06,"C",2070,5.6,6,165,813,0.128151,0.154146,0.003236,135.7667,-99.93254,108554904,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.964169082125604,5.8,30,22,0.230752571428571,0.120422341666804
"754445",108105,2015-10-07,2015-11-06,"C",2080,4,4.3,364,1214,0.125261,0.11955,0.002782,114.0981,-82.36124,108554906,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.959533653846154,4.15,30,22,0.230752571428571,0.117923331834897
"754447",108105,2015-10-07,2015-11-06,"C",2090,2.75,3.1,244,1116,0.122958,0.090789,0.002322,93.47913,-66.44296,108554908,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.954942583732057,2.925,30,22,0.230752571428571,0.115955199106908
"754449",108105,2015-10-07,2015-11-06,"C",2100,1.9,2.15,7751,18401,0.121032,0.067429,0.001883,74.6115,-52.35116,108554910,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.950395238095238,2.025,30,22,0.230752571428571,0.114320200612512
"754459",108105,2015-10-07,2015-11-06,"C",2150,0.35,0.5,7519,1729,0.123838,0.016872,0.000591,23.96115,-17.40481,108554920,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.928293023255814,0.425,30,22,0.230752571428571,0.117734037643006
"754619",108105,2015-10-07,2015-11-13,"C",2025,23.2,24.1,8138,7581,0.148529,0.372276,0.004002,240.0443,-161.7578,108614691,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.985595061728395,23.65,37,27,0.257330071428571,0.137806798542658
"754622",108105,2015-10-07,2015-11-13,"C",2040,17,17.8,190,521,0.142516,0.307182,0.003875,223.0139,-145.1371,108614694,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.978348039215686,17.4,37,27,0.257330071428571,0.132715718325449
"754626",108105,2015-10-07,2015-11-13,"C",2060,10.5,11.2,554,5424,0.135156,0.223615,0.003477,189.7328,-118.023,108614698,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.968849514563107,10.85,37,27,0.257330071428571,0.126420848593542
"754639",108105,2015-10-07,2015-11-13,"C",2125,1.3,1.5,7106,7397,0.118915,0.045603,0.001267,60.85426,-33.97003,108614711,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.939214117647059,1.4,37,27,0.257330071428571,0.112472868655931
"754815",108105,2015-10-07,2015-11-27,"C",2075,10.6,11.3,104,170,0.130823,0.204301,0.002902,211.2817,-91.29399,108671982,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.96184578313253,10.95,51,36,0.287058714285714,0.123600696965761
"755787",108105,2015-10-07,2015-12-31,"C",1950,87.5,88.8,207,3266,0.179218,0.600609,0.002222,369.3487,-119.969,106342008,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,1.02350256410256,88.15,85,59,0.322693857142857,0.161940630772732
"755795",108105,2015-10-07,2015-12-31,"C",1990,62,63.2,226,1282,0.167089,0.506995,0.002466,382.2092,-118.4551,108981538,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,1.00292964824121,62.6,85,59,0.322693857142857,0.153096639583835
"755815",108105,2015-10-07,2015-12-31,"C",2090,16.7,17.5,500,2017,0.136307,0.230744,0.002312,292.3353,-77.09795,108981546,1,NA,1,"CBOE S&P 500 INDEX","E",1995.83,0.954942583732057,17.1,85,59,0.322693857142857,0.128009532069739
"773210",108105,2015-10-14,2015-11-20,"C",1975,46.5,49.1,161,23753,0.159442,0.570497,0.003922,245.2935,-176.252,108485609,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,1.0097417721519,47.8,37,27,0.212842214285714,0.143288978206473
"773212",108105,2015-10-14,2015-11-20,"C",1985,40.1,42.7,3155,670,0.155089,0.531039,0.004085,248.5208,-174.9058,108987080,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,1.00465491183879,41.4,37,27,0.212842214285714,0.13992953600224
"773214",108105,2015-10-14,2015-11-20,"C",1995,34.3,36.6,703,4247,0.15096,0.489234,0.004209,249.2572,-171.8851,108987081,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.999619047619048,35.45,37,27,0.212842214285714,0.136713842840607
"773217",108105,2015-10-14,2015-11-20,"C",2010,26.2,28.3,905,9200,0.144428,0.422686,0.00432,244.7426,-162.9,108671563,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.992159203980099,27.25,37,27,0.212842214285714,0.131448817194483
"773220",108105,2015-10-14,2015-11-20,"C",2025,19.3,21.2,23757,27876,0.1385,0.353518,0.00428,232.5039,-149.6231,108485611,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.98480987654321,20.25,37,27,0.212842214285714,0.126631009022481
"773223",108105,2015-10-14,2015-11-20,"C",2040,13.6,15.2,456,4811,0.132734,0.28409,0.004073,212.0712,-131.7571,108554645,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.97756862745098,14.4,37,27,0.212842214285714,0.12185527274114
"773226",108105,2015-10-14,2015-11-20,"C",2055,8.7,10.4,137,8069,0.126229,0.215719,0.0037,183.1908,-108.9197,108987086,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.970433090024331,9.55,37,27,0.212842214285714,0.116287990399565
"773228",108105,2015-10-14,2015-11-20,"C",2065,6.3,8,888,17812,0.123039,0.175251,0.003346,161.4668,-93.96624,108987087,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.965733656174334,7.15,37,27,0.212842214285714,0.113608856087257
"773230",108105,2015-10-14,2015-11-20,"C",2075,5,6,19392,28633,0.122041,0.142873,0.00295,141.2355,-81.87987,108485613,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.961079518072289,5.5,37,27,0.212842214285714,0.112956499180489
"773232",108105,2015-10-14,2015-11-20,"C",2085,3.5,4.4,158,4030,0.119276,0.11098,0.002532,118.4467,-67.34939,108987088,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.956470023980815,3.95,37,27,0.212842214285714,0.110611926620971
"773234",108105,2015-10-14,2015-11-20,"C",2095,1.9,3.2,152,5289,0.114446,0.079654,0.002066,92.75757,-50.75077,108987089,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.951904534606205,2.55,37,27,0.212842214285714,0.106298907799201
"773236",108105,2015-10-14,2015-11-20,"C",2105,1.6,2.35,321,4099,0.115526,0.063617,0.001723,78.0582,-43.26733,108987090,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.94738242280285,1.975,37,27,0.212842214285714,0.107515564244606
"773239",108105,2015-10-14,2015-11-20,"C",2120,1,1.5,250,4332,0.115672,0.042852,0.001257,57.04539,-31.80246,108554648,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.940679245283019,1.25,37,27,0.212842214285714,0.107917596606398
"773241",108105,2015-10-14,2015-11-20,"C",2130,0.45,1.2,1148,2291,0.113873,0.030208,0.000959,42.84369,-23.57038,108671568,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.936262910798122,0.825,37,27,0.212842214285714,0.106380032895798
"773450",108105,2015-10-14,2015-12-19,"C",1990,50.6,53.2,8701,4597,0.15974,0.504574,0.002979,331.8537,-132.195,108987196,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,1.00213065326633,51.9,66,46,0.267782971428571,0.145103067839255
"773453",108105,2015-10-14,2015-12-19,"C",2000,45.2,47.2,15152,99499,0.15656,0.473796,0.003034,331.2751,-130.0915,100269209,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.99712,46.2,66,46,0.267782971428571,0.142693547113199
"773455",108105,2015-10-14,2015-12-19,"C",2010,39.8,41.7,164,5754,0.153193,0.441966,0.003076,328.5779,-126.9348,108987199,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.992159203980099,40.75,66,46,0.267782971428571,0.140055610442637
"773458",108105,2015-10-14,2015-12-19,"C",2025,32.2,34,611,29674,0.147848,0.392383,0.003105,320.0794,-120.2148,100903139,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.98480987654321,33.1,66,46,0.267782971428571,0.135737813092083
"773465",108105,2015-10-14,2015-12-19,"C",2060,17.5,19.5,208,1817,0.135726,0.273177,0.002929,277.1988,-97.04158,108908787,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.968077669902913,18.5,66,46,0.267782971428571,0.125692698802278
"773469",108105,2015-10-14,2015-12-19,"C",2080,11.6,13.1,184,2045,0.129275,0.207801,0.002649,238.812,-80.2475,108908788,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.958769230769231,12.35,66,46,0.267782971428571,0.120242028823699
"773475",108105,2015-10-14,2015-12-19,"C",2110,5.2,6.7,601,8327,0.120235,0.12242,0.002018,169.2196,-53.43409,109020066,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.945137440758294,5.95,66,46,0.267782971428571,0.112483733355494
"773483",108105,2015-10-14,2015-12-19,"C",2150,1.85,2.4,311,32474,0.114679,0.053454,0.001135,90.75135,-27.67673,102498028,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.927553488372093,2.125,66,46,0.267782971428571,0.108042744833065
"773489",108105,2015-10-14,2015-12-19,"C",2180,0.6,1.3,162,3399,0.112987,0.026819,0.000657,51.72794,-15.66291,108908792,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.914788990825688,0.95,66,46,0.267782971428571,0.106909018892553
"773656",108105,2015-10-14,2016-01-15,"C",2025,42.5,44.6,210,10161,0.153249,0.410392,0.002524,387.7086,-102.655,103574113,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.98480987654321,43.55,93,64,0.295394714285714,0.141116363619979
"773671",108105,2015-10-14,2016-01-15,"C",2100,13.7,15.3,1806,22302,0.130701,0.203456,0.002157,282.5754,-65.74506,103574116,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.949638095238095,14.5,93,64,0.295394714285714,0.122425354222452
"773691",108105,2015-10-14,2016-01-15,"C",2200,1,1.95,1590,8088,0.110931,0.034295,0.000684,76.00748,-15.46116,103574120,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.906472727272727,1.475,93,64,0.295394714285714,0.1056620779274
"774659",108105,2015-10-14,2015-10-30,"C",1985,29.6,31,141,3056,0.158752,0.551375,0.005962,165.0059,-277.1404,108567274,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,1.00465491183879,30.3,16,12,0.1731565,0.146198645437823
"774662",108105,2015-10-14,2015-10-30,"C",2000,20.8,21.9,11848,15766,0.149408,0.458124,0.006355,165.5168,-264.0925,107660176,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.99712,21.35,16,12,0.1731565,0.138304742792217
"774664",108105,2015-10-14,2015-10-30,"C",2010,15.9,16.7,921,1511,0.143793,0.391288,0.006392,160.2402,-247.4637,108567278,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.992159203980099,16.3,16,12,0.1731565,0.133521075609436
"774666",108105,2015-10-14,2015-10-30,"C",2020,11.5,12.2,190,6474,0.137427,0.321886,0.006244,149.5986,-221.8734,108567280,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.987247524752475,11.85,16,12,0.1731565,0.12794785611153
"774668",108105,2015-10-14,2015-10-30,"C",2030,8,8.6,1166,2775,0.132053,0.254345,0.005813,133.8339,-191.61,108567281,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.982384236453202,8.3,16,12,0.1731565,0.123252908061263
"774670",108105,2015-10-14,2015-10-30,"C",2040,5.4,5.8,658,11746,0.127641,0.192578,0.005132,114.2021,-158.7154,108567283,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.97756862745098,5.6,16,12,0.1731565,0.119410597829815
"774672",108105,2015-10-14,2015-10-30,"C",2050,3.4,3.8,2154,13160,0.123642,0.138699,0.004283,92.31725,-124.7557,107660178,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.9728,3.6,16,12,0.1731565,0.115908965673047
"774674",108105,2015-10-14,2015-10-30,"C",2060,2.15,2.4,991,2072,0.121143,0.096646,0.003383,71.45017,-94.9397,108567286,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.968077669902913,2.275,16,12,0.1731565,0.113783820673182
"774676",108105,2015-10-14,2015-10-30,"C",2070,1.3,1.5,228,3120,0.119364,0.064964,0.002542,52.90692,-69.48566,108567288,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.963400966183575,1.4,16,12,0.1731565,0.11230363594828
"774678",108105,2015-10-14,2015-10-30,"C",2080,0.75,0.95,103,1483,0.118383,0.042578,0.001834,37.84227,-49.42989,108567289,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.958769230769231,0.85,16,12,0.1731565,0.111549686381821
"774680",108105,2015-10-14,2015-10-30,"C",2090,0.45,0.6,1070,1673,0.118531,0.027901,0.001294,26.74351,-35.06351,108567291,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.954181818181818,0.525,16,12,0.1731565,0.111839837843357
"774682",108105,2015-10-14,2015-10-30,"C",2100,0.35,0.4,1078,10265,0.121731,0.020235,0.000962,20.41443,-27.55215,107660180,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.949638095238095,0.375,16,12,0.1731565,0.115004086405258
"774688",108105,2015-10-14,2015-10-30,"C",2130,0.1,0.2,261,574,0.132173,0.008253,0.000408,9.405285,-13.8559,108567297,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.936262910798122,0.15,16,12,0.1731565,0.125228805801199
"774692",108105,2015-10-14,2015-10-30,"C",2150,0.05,0.2,422,3492,0.145166,0.006426,0.000298,7.543133,-12.23805,107660182,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.927553488372093,0.125,16,12,0.1731565,0.137741604614783
"774874",108105,2015-10-14,2015-11-06,"C",2005,22.5,23.2,108,365,0.144814,0.434414,0.005423,196.7904,-209.1848,108554891,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.994633416458853,22.85,23,17,0.186483333333333,0.134131447067746
"774881",108105,2015-10-14,2015-11-06,"C",2040,8.4,8.8,199,1098,0.128147,0.233182,0.004767,153.0844,-146.5724,108554898,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.97756862745098,8.6,23,17,0.186483333333333,0.119852881054445
"774884",108105,2015-10-14,2015-11-06,"C",2055,4.8,5.2,173,1715,0.12228,0.157849,0.003938,120.6717,-110.9345,108554901,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.970433090024331,5,23,17,0.186483333333333,0.114752838196071
"774889",108105,2015-10-14,2015-11-06,"C",2080,1.65,1.9,204,1766,0.115866,0.069965,0.002313,67.16828,-59.02777,108554906,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.958769230769231,1.775,23,17,0.186483333333333,0.109256092000943
"774891",108105,2015-10-14,2015-11-06,"C",2090,1.1,1.2,115,1578,0.114687,0.048652,0.001757,50.50225,-44.06311,108554908,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.954181818181818,1.15,23,17,0.186483333333333,0.108322124798292
"774893",108105,2015-10-14,2015-11-06,"C",2100,0.7,0.8,327,16384,0.114314,0.033635,0.001307,37.42892,-32.64037,108554910,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.949638095238095,0.75,23,17,0.186483333333333,0.108131901488296
"774898",108105,2015-10-14,2015-11-06,"C",2125,0.25,0.4,155,603,0.118769,0.015502,0.000655,19.49843,-17.77188,108554915,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.938465882352941,0.325,23,17,0.186483333333333,0.112709949284802
"774903",108105,2015-10-14,2015-11-06,"C",2150,0.1,0.3,203,3776,0.128586,0.009328,0.00039,12.55341,-12.44505,108554920,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.927553488372093,0.2,23,17,0.186483333333333,0.122333935236857
"775061",108105,2015-10-14,2015-11-13,"C",2015,21.2,22.2,19006,10598,0.14086,0.39071,0.004761,219.1975,-172.6933,108614689,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.989697270471464,21.7,30,22,0.199810166666667,0.130517202721827
"775064",108105,2015-10-14,2015-11-13,"C",2030,14.8,15.6,350,1867,0.13412,0.313499,0.004619,202.4819,-153.0624,108614692,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.982384236453202,15.2,30,22,0.199810166666667,0.124799808427929
"775070",108105,2015-10-14,2015-11-13,"C",2060,6,6.5,194,7381,0.122286,0.169923,0.003616,144.5455,-100.9512,108614698,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.968077669902913,6.25,30,22,0.199810166666667,0.114616297869888
"775072",108105,2015-10-14,2015-11-13,"C",2070,4.1,4.6,656,1213,0.118658,0.129888,0.003115,120.8095,-82.17842,108614700,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.963400966183575,4.35,30,22,0.199810166666667,0.111444373080717
"775075",108105,2015-10-14,2015-11-13,"C",2085,2.3,2.6,206,9070,0.114745,0.082902,0.002327,87.27393,-57.71249,108614703,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.956470023980815,2.45,30,22,0.199810166666667,0.108080102598117
"775077",108105,2015-10-14,2015-11-13,"C",2095,1.5,1.75,103,272,0.112675,0.059391,0.001834,67.53858,-43.99602,108614705,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.951904534606205,1.625,30,22,0.199810166666667,0.1063148840998
"775081",108105,2015-10-14,2015-11-13,"C",2115,0.65,0.85,118,242,0.111603,0.030601,0.001084,39.53459,-25.65719,108614709,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.942903073286052,0.75,30,22,0.199810166666667,0.105637732427803
"775244",108105,2015-10-14,2015-11-27,"C",2000,35.3,36.5,111,361,0.147949,0.468783,0.003873,274.7374,-150.654,108671967,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.99712,35.9,44,31,0.226807964285714,0.137609513461824
"775249",108105,2015-10-14,2015-11-27,"C",2025,22.8,23.8,392,1657,0.1382,0.364859,0.003921,259.7777,-134.9579,108671972,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.98480987654321,23.3,44,31,0.226807964285714,0.129563950187881
"775263",108105,2015-10-14,2015-11-27,"C",2095,3.2,3.9,10165,10301,0.113164,0.097672,0.0022,119.3563,-52.29404,108671986,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.951904534606205,3.55,44,31,0.226807964285714,0.107836497891649
"775478",108105,2015-10-14,2015-11-30,"C",2075,7.1,7.8,212,3823,0.119253,0.167167,0.002931,178.9681,-76.50703,107939009,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.961079518072289,7.45,47,32,0.232793285714286,0.114903498200671
"775669",108105,2015-10-14,2015-12-04,"C",2100,4.2,4.9,10193,882,0.116686,0.110211,0.002163,140.2448,-54.38119,108724778,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.949638095238095,4.55,51,36,0.240773714285714,0.110740734899582
"775673",108105,2015-10-14,2015-12-04,"C",2120,2.05,2.65,165,149,0.111647,0.06559,0.001533,95.11865,-35.51613,108724782,1,NA,1,"CBOE S&P 500 INDEX","E",1994.24,0.940679245283019,2.35,51,36,0.240773714285714,0.106332868485738
"792590",108105,2015-10-21,2015-11-20,"C",2075,6.3,7.6,1968,37129,0.116343,0.192822,0.004133,155.7268,-106.3611,108485613,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.97298313253012,6.95,30,22,0.198011857142857,0.106835321581123
"792592",108105,2015-10-21,2015-11-20,"C",2085,4.2,5.4,673,6450,0.112638,0.147223,0.00359,130.9652,-86.98944,108987088,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.96831654676259,4.8,30,22,0.198011857142857,0.103687261485749
"792594",108105,2015-10-21,2015-11-20,"C",2095,2.65,3.7,593,9746,0.109105,0.107706,0.002981,105.3481,-68.05843,108987089,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.963694510739857,3.175,30,22,0.198011857142857,0.100661221239336
"792596",108105,2015-10-21,2015-11-20,"C",2105,1.6,2.55,548,4581,0.106646,0.076878,0.002376,82.05462,-52.01903,108987090,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.959116389548694,2.075,30,22,0.198011857142857,0.0986037113576621
"792598",108105,2015-10-21,2015-11-20,"C",2115,0.85,1.7,648,4320,0.103873,0.051865,0.001796,60.4082,-37.42995,108987091,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.954581560283688,1.275,30,22,0.198011857142857,0.0962218269079703
"792600",108105,2015-10-21,2015-11-20,"C",2125,0.6,0.9,657,9579,0.101363,0.033398,0.001289,42.29927,-25.65719,108485615,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.950089411764706,0.75,30,22,0.198011857142857,0.0940593504349198
"792602",108105,2015-10-21,2015-11-20,"C",2135,0.5,0.95,540,1791,0.108094,0.030659,0.001126,39.41387,-25.59463,108987092,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.945639344262295,0.725,30,22,0.198011857142857,0.100519797663509
"792604",108105,2015-10-21,2015-11-20,"C",2145,0.05,0.8,396,806,0.105988,0.019447,0.000784,26.89848,-17.16958,108987093,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.941230769230769,0.425,30,22,0.198011857142857,0.0986950851536105
"792606",108105,2015-10-21,2015-11-20,"C",2155,0,0.35,405,236,0.099977,0.009233,0.000437,14.14182,-8.531358,108987094,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.936863109048724,0.175,30,22,0.198011857142857,0.0931961220242163
"792608",108105,2015-10-21,2015-11-20,"C",2165,0,0.6,427,246,0.113603,0.013393,0.000531,19.54162,-13.43927,108987095,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.932535796766744,0.3,30,22,0.198011857142857,0.106086213978912
"792610",108105,2015-10-21,2015-11-20,"C",2175,0,0.5,684,5691,0.117053,0.011066,0.000437,16.5635,-11.76203,108485617,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.928248275862069,0.25,30,22,0.198011857142857,0.109434989336765
