"","secid","date","exdate","last_date","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","div_convention","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"15127",108105,2010-01-27,2010-04-17,"01/27/2010","C",1140,18.9,21.3,1000,1902,0.190626,0.330474,0.003736,183.3192,-74.65035,45504198,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.962719298245614,20.1,80,55,0.265853685714286,0.179258951149224
"15132",108105,2010-01-27,2010-04-17,"01/27/2010","C",1175,8.6,10.7,229,6606,0.1776,0.199311,0.003095,141.4765,-54.50572,46792570,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.934042553191489,9.65,80,55,0.265853685714286,0.168445456138159
"15136",108105,2010-01-27,2010-04-17,"01/27/2010","C",1100,37.3,40.4,882,4698,0.209299,0.490444,0.003739,201.415,-88.05405,45170672,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.997727272727273,38.85,80,55,0.265853685714286,0.194350161894244
"15139",108105,2010-01-27,2010-05-22,"01/27/2010","C",1150,23.1,25.3,750,1630,0.193454,0.329258,0.00305,220.0434,-61.71651,45163707,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.954347826086957,24.2,115,80,0.285098571428571,0.179775560751129
"15144",108105,2010-01-27,2010-06-19,"01/27/2010","C",1150,28,30.5,4660,71419,0.195666,0.347464,0.002753,250.6272,-56.09806,45904764,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.954347826086957,29.25,143,99,0.3019182,0.180932975882865
"15147",108105,2010-01-27,2010-06-19,"01/27/2010","C",1175,19.4,21.8,2200,18055,0.18802,0.275691,0.002594,226.8982,-49.37413,46401276,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.934042553191489,20.6,143,99,0.3019182,0.17500520496726
"15651",108105,2010-01-27,2010-02-20,"01/27/2010","C",1205,0.15,0.35,175,8119,0.176057,0.015061,0.000801,10.23791,-14.62381,46249853,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.910788381742739,0.25,24,16,0.229496214285714,0.16942657613436
"15653",108105,2010-01-27,2010-02-20,"01/27/2010","C",1215,0.1,0.25,372,77373,0.180448,0.010691,0.000581,7.610519,-11.15909,46893343,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.903292181069959,0.175,24,16,0.229496214285714,0.173800327887411
"15670",108105,2010-01-27,2010-02-20,"01/27/2010","C",1200,0.25,0.35,1174,92061,0.17389,0.017924,0.000941,11.88243,-16.74949,45912770,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.914583333333333,0.3,24,16,0.229496214285714,0.167260884027815
"15673",108105,2010-01-27,2010-03-20,"01/27/2010","C",1215,0.4,1.3,143,1958,0.153502,0.035111,0.001242,31.45165,-16.86392,45803153,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.903292181069959,0.85,52,36,0.250990485714286,0.146655704995034
"15706",108105,2010-01-27,2010-05-22,"01/27/2010","C",1200,9.1,11.1,408,999,0.177797,0.179285,0.002405,159.4295,-41.95913,44978536,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.914583333333333,10.1,115,80,0.285098571428571,0.167155066226643
"15714",108105,2010-01-27,2010-06-19,"01/27/2010","C",1200,12.7,14.9,3100,105314,0.180585,0.208577,0.002322,195.1182,-41.19042,33432888,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.5,0.914583333333333,13.8,143,99,0.3019182,0.169031456203297
"19576",108105,2010-02-03,2010-02-20,"02/03/2010","C",1090,19.2,21,268,5922,0.188774,0.568135,0.009352,87.34976,-188.8476,45528987,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,1.00667889908257,20.1,17,11,0.223185357142857,0.177065635767825
"19596",108105,2010-02-03,2010-03-20,"02/03/2010","C",1090,31,33.7,981,15438,0.199594,0.53833,0.005268,149.1372,-115.3204,46407398,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,1.00667889908257,32.35,45,31,0.252391342857143,0.185509268933539
"19621",108105,2010-02-03,2010-06-19,"02/03/2010","C",1025,96.5,100.4,132,12654,0.237156,0.686181,0.002216,232.2593,-61.17471,45222911,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,1.07051707317073,98.45,136,94,0.304924771428571,0.209051267304945
"19639",108105,2010-02-03,2010-02-20,"02/03/2010","C",1110,9,10.5,329,10413,0.174918,0.370716,0.009704,83.99078,-171.0722,45408216,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.988540540540541,9.75,17,11,0.223185357142857,0.165608954960473
"19641",108105,2010-02-03,2010-02-20,"02/03/2010","C",1120,5.3,6.3,543,9956,0.163702,0.265996,0.009008,72.96707,-139.8246,46844161,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.979714285714286,5.8,17,11,0.223185357142857,0.155447341744404
"19643",108105,2010-02-03,2010-02-20,"02/03/2010","C",1130,3.2,3.5,354,23225,0.158592,0.178132,0.007387,57.96849,-108.1677,45244711,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.971044247787611,3.35,17,11,0.223185357142857,0.15102578484062
"19645",108105,2010-02-03,2010-02-20,"02/03/2010","C",1140,1.8,2.25,1943,49672,0.159924,0.117761,0.005548,43.89841,-82.97932,46907494,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.962526315789474,2.025,17,11,0.223185357142857,0.152682301764411
"19647",108105,2010-02-03,2010-02-20,"02/03/2010","C",1150,1,1.25,2258,93772,0.159489,0.072194,0.003875,30.57697,-57.83998,46680708,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.95415652173913,1.125,17,11,0.223185357142857,0.15255948455681
"19649",108105,2010-02-03,2010-02-20,"02/03/2010","C",1160,0.5,0.6,9258,27369,0.156936,0.039545,0.002445,18.98803,-35.4378,46471887,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.945931034482759,0.55,17,11,0.223185357142857,0.150341393124762
"19651",108105,2010-02-03,2010-02-20,"02/03/2010","C",1170,0.25,0.4,466,11464,0.161196,0.02434,0.001594,12.71031,-24.42451,46443648,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.937846153846154,0.325,17,11,0.223185357142857,0.154631445540966
"19653",108105,2010-02-03,2010-02-20,"02/03/2010","C",1180,0.15,0.25,202,17034,0.166421,0.015359,0.001044,8.59585,-17.08722,46602291,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.929898305084746,0.2,17,11,0.223185357142857,0.159819790082597
"19657",108105,2010-02-03,2010-02-20,"02/03/2010","C",1100,13.6,15.3,1860,99173,0.182101,0.471867,0.009816,88.45065,-186.1944,45865604,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.997527272727273,14.45,17,11,0.223185357142857,0.171706822064334
"19661",108105,2010-02-03,2010-03-20,"02/03/2010","C",1120,15.7,17.9,458,17871,0.181776,0.36894,0.005501,141.8308,-101.8852,45081879,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.979714285714286,16.8,45,31,0.252391342857143,0.170869139075337
"19664",108105,2010-02-03,2010-03-20,"02/03/2010","C",1135,10.2,12.1,2021,37365,0.173771,0.282483,0.005159,127.1574,-88.01469,45914794,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.966766519823788,11.15,45,31,0.252391342857143,0.164073861264279
"19667",108105,2010-02-03,2010-03-20,"02/03/2010","C",1150,6.1,7.8,2960,84677,0.166679,0.202826,0.004493,106.2241,-71.00741,46427585,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.95415652173913,6.95,45,31,0.252391342857143,0.157982661043719
"19669",108105,2010-02-03,2010-03-20,"02/03/2010","C",1160,3.9,5.8,872,20967,0.16208,0.155725,0.003912,89.94505,-58.69759,45077620,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.945931034482759,4.85,45,31,0.252391342857143,0.153964214239447
"19671",108105,2010-02-03,2010-03-20,"02/03/2010","C",1170,2.55,4.2,954,6732,0.1593,0.117489,0.003282,74.1686,-47.75039,46616573,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.937846153846154,3.375,45,31,0.252391342857143,0.15164219421674
"19674",108105,2010-02-03,2010-03-20,"02/03/2010","C",1185,1.2,2.7,189,4251,0.15729,0.075035,0.002389,53.30022,-34.05252,45815921,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.925974683544304,1.95,45,31,0.252391342857143,0.15015097265863
"19676",108105,2010-02-03,2010-03-20,"02/03/2010","C",1195,0.75,2.05,212,5289,0.158089,0.056309,0.001902,42.65885,-27.47509,46294602,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.918225941422594,1.4,45,31,0.252391342857143,0.151169533198341
"19678",108105,2010-02-03,2010-04-17,"02/03/2010","C",1110,28.6,31.4,648,204,0.194805,0.445374,0.004177,190.5935,-86.38664,46255678,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.988540540540541,30,73,50,0.268130542857143,0.182324200229744
"19698",108105,2010-02-03,2010-05-22,"02/03/2010","C",1175,12.4,14.4,400,2621,0.175886,0.231208,0.00292,179.5938,-49.74021,46556566,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.933855319148936,13.4,108,75,0.287913714285714,0.165128573830932
"19704",108105,2010-02-03,2010-06-19,"02/03/2010","C",1150,25.3,27.6,2795,73127,0.188295,0.337495,0.002905,241.7646,-55.25772,45904764,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.95415652173913,26.45,136,94,0.304924771428571,0.174897051448455
"20230",108105,2010-02-03,2010-02-20,"02/03/2010","C",1210,0.05,0.1,106,14742,0.190292,0.005607,0.000378,3.561382,-8.129453,46430932,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.906842975206612,0.075,17,11,0.223185357142857,0.183179232062593
"20268",108105,2010-02-03,2010-03-20,"02/03/2010","C",1200,1.1,1.25,6379,108078,0.158314,0.048356,0.001683,37.80077,-24.41365,45742523,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.9144,1.175,45,31,0.252391342857143,0.151498969075779
"20280",108105,2010-02-03,2010-04-17,"02/03/2010","C",1200,3,4.4,1988,15753,0.161961,0.102156,0.002272,86.16666,-33.80477,46513288,1,NA,1,"CBOE S&P 500 INDEX","I","E",1097.28,0.9144,3.7,73,50,0.268130542857143,0.155064503988429
"24286",108105,2010-02-10,2010-03-20,"02/10/2010","C",1055,35.4,38.4,1026,14179,0.233458,0.570259,0.005002,131.3991,-143.973,46339411,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,1.01244549763033,36.9,38,26,0.236588057142857,0.218608526883323
"24288",108105,2010-02-10,2010-03-20,"02/10/2010","C",1065,29.7,32.2,17590,13764,0.22759,0.519195,0.005208,133.3741,-143.3826,45607298,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,1.00293896713615,30.95,38,26,0.236588057142857,0.213890154292361
"24290",108105,2010-02-10,2010-03-20,"02/10/2010","C",1075,24.1,26.5,1698,44566,0.220122,0.46516,0.005372,133.0651,-139.087,44976622,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.993609302325582,25.3,38,26,0.236588057142857,0.207486139806766
"24292",108105,2010-02-10,2010-03-20,"02/10/2010","C",1085,19.5,21.3,1023,19742,0.214168,0.409388,0.005401,130.1522,-133.0394,46901549,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.984451612903226,20.4,38,26,0.236588057142857,0.202452490635592
"24294",108105,2010-02-10,2010-03-20,"02/10/2010","C",1095,15.1,17,129,34241,0.208036,0.352728,0.005315,124.4332,-124.1101,46601371,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.975461187214612,16.05,38,26,0.236588057142857,0.197152704891375
"24307",108105,2010-02-10,2010-04-17,"02/10/2010","C",1075,34.1,36.1,2793,11710,0.224315,0.475928,0.003955,177.4957,-104.0087,46672424,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.993609302325582,35.1,66,45,0.260575257142857,0.211583246796059
"24317",108105,2010-02-10,2010-05-22,"02/10/2010","C",1075,43.2,45.2,225,984,0.225613,0.482062,0.003158,220.4957,-82.16331,46359646,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.993609302325582,44.2,101,70,0.287975714285714,0.209433973620646
"24322",108105,2010-02-10,2010-06-19,"02/10/2010","C",1075,48.9,50.9,674,29592,0.224833,0.484685,0.002794,249.4054,-71.07423,46907804,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.993609302325582,49.9,129,89,0.310222114285714,0.207673841970096
"24358",108105,2010-02-10,2010-03-20,"02/10/2010","C",1110,10,11.2,123,26717,0.19857,0.268675,0.004946,110.5272,-105.8409,46067379,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.962279279279279,10.6,38,26,0.236588057142857,0.188796703149434
"24361",108105,2010-02-10,2010-03-20,"02/10/2010","C",1125,6,7.2,4585,91507,0.190493,0.192249,0.004274,91.61475,-84.59566,46535430,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.949448888888889,6.6,38,26,0.236588057142857,0.181636907043258
"24363",108105,2010-02-10,2010-03-20,"02/10/2010","C",1135,4.1,5.2,2277,43368,0.185829,0.148147,0.003707,77.51315,-70.03558,45914794,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.941083700440529,4.65,38,26,0.236588057142857,0.177491598641757
"24366",108105,2010-02-10,2010-03-20,"02/10/2010","C",1150,2.5,2.8,9344,81497,0.18055,0.09544,0.002799,56.85913,-50.11964,46427585,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.928808695652174,2.65,38,26,0.236588057142857,0.172843240524099
"24370",108105,2010-02-10,2010-03-20,"02/10/2010","C",1170,1.05,1.3,226,7414,0.175854,0.048821,0.001715,33.92995,-29.26489,46616573,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.912931623931624,1.175,38,26,0.236588057142857,0.168780861443545
"24373",108105,2010-02-10,2010-03-20,"02/10/2010","C",1185,0.1,0.75,1026,4397,0.163887,0.021252,0.000927,17.0939,-13.7741,45815921,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.90137552742616,0.425,38,26,0.236588057142857,0.157509841514366
"24379",108105,2010-02-10,2010-04-17,"02/10/2010","C",1120,14.4,16.3,850,768,0.200433,0.286063,0.003786,151.8208,-81.0621,45242613,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.9536875,15.35,66,45,0.260575257142857,0.191147663645052
"24384",108105,2010-02-10,2010-04-17,"02/10/2010","C",1150,6.6,8.2,7406,56473,0.186784,0.17125,0.003039,113.5626,-57.07243,46273929,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.928808695652174,7.4,66,45,0.260575257142857,0.179127855891467
"24394",108105,2010-02-10,2010-04-17,"02/10/2010","C",1100,22,23.9,2093,20662,0.210522,0.3707,0.004002,168.5541,-93.77737,45170672,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.971027272727273,22.95,66,45,0.260575257142857,0.199875251791648
"24399",108105,2010-02-10,2010-05-22,"02/10/2010","C",1150,13.2,14.7,450,4154,0.194385,0.232009,0.002815,169.3041,-56.09663,45163707,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.928808695652174,13.95,101,70,0.287975714285714,0.183700512992249
"24410",108105,2010-02-10,2010-06-19,"02/10/2010","C",1175,11.6,13.4,103,19887,0.190654,0.196881,0.002302,174.2191,-43.89389,46401276,1,NA,1,"CBOE S&P 500 INDEX","I","E",1068.13,0.909046808510638,12.5,129,89,0.310222114285714,0.180343116065542
"28059",108105,2010-02-17,2010-03-20,"02/17/2010","C",1050,57,59.2,1007,39463,0.230995,0.762075,0.004302,95.44436,-122.7937,45190449,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,1.04715238095238,58.1,31,22,0.234258685714286,0.205497152602234
"28067",108105,2010-02-17,2010-03-20,"02/17/2010","C",1090,27.4,28.7,810,22850,0.194465,0.562031,0.006526,121.8914,-137.4394,46407398,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,1.0087247706422,28.05,31,22,0.234258685714286,0.177145635177843
"28084",108105,2010-02-17,2010-04-17,"02/17/2010","C",1075,46.6,49.6,1152,13850,0.213192,0.606382,0.004133,166.3507,-100.9878,46672424,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,1.0228,48.1,59,41,0.256217085714286,0.195466401062777
"28135",108105,2010-02-17,2010-03-20,"02/17/2010","C",1100,21.5,23.4,67241,197382,0.190251,0.49539,0.006754,123.4272,-137.4417,45338004,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.999554545454545,22.45,31,22,0.234258685714286,0.174238102335469
"28137",108105,2010-02-17,2010-03-20,"02/17/2010","C",1110,16.2,18.1,3961,30083,0.182945,0.424943,0.006902,121.2834,-130.7735,46067379,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.99054954954955,17.15,31,22,0.234258685714286,0.168208256124796
"28139",108105,2010-02-17,2010-03-20,"02/17/2010","C",1120,11.7,13.6,2092,24791,0.176203,0.352448,0.006793,114.9602,-120.1311,45081879,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.981705357142857,12.65,31,22,0.234258685714286,0.162577883995312
"28141",108105,2010-02-17,2010-03-20,"02/17/2010","C",1130,8.4,9.9,1735,51351,0.171736,0.28324,0.006354,104.8153,-107.3799,46760722,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.973017699115044,9.15,31,22,0.234258685714286,0.158978848947756
"28143",108105,2010-02-17,2010-03-20,"02/17/2010","C",1140,5.6,6.9,2586,31825,0.166157,0.217107,0.005702,91.00432,-90.63734,45115319,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.964482456140351,6.25,31,22,0.234258685714286,0.154229870227485
"28145",108105,2010-02-17,2010-03-20,"02/17/2010","C",1150,4,4.2,28916,78633,0.161413,0.159111,0.004843,75.08938,-72.9633,46427585,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.956095652173913,4.1,31,22,0.234258685714286,0.150186995833717
"28147",108105,2010-02-17,2010-03-20,"02/17/2010","C",1160,2.1,3.1,9278,21660,0.157734,0.111795,0.003889,58.92746,-56.16739,45077620,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.947853448275862,2.6,31,22,0.234258685714286,0.147077276787932
"28149",108105,2010-02-17,2010-03-20,"02/17/2010","C",1170,1.15,2.1,3723,10641,0.155556,0.076307,0.002974,44.4346,-41.91098,46616573,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.939752136752137,1.625,31,22,0.234258685714286,0.145323343545654
"28151",108105,2010-02-17,2010-03-20,"02/17/2010","C",1180,0.9,1.25,2232,10389,0.156584,0.053324,0.002236,33.63047,-32.03024,46358456,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.93178813559322,1.075,31,22,0.234258685714286,0.146540607371566
"28153",108105,2010-02-17,2010-03-20,"02/17/2010","C",1190,0.35,1.05,2757,12251,0.157631,0.036541,0.001638,24.80093,-23.84213,45252880,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.923957983193277,0.7,31,22,0.234258685714286,0.147740505615853
"28155",108105,2010-02-17,2010-04-17,"02/17/2010","C",1100,31.6,33.5,8581,24339,0.198609,0.496934,0.004608,172.7665,-99.58559,45170672,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.999554545454545,32.55,59,41,0.256217085714286,0.184100092340993
"28160",108105,2010-02-17,2010-04-17,"02/17/2010","C",1125,19.1,21.1,955,45423,0.185405,0.374783,0.004696,164.3569,-89.82681,45656795,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.977342222222222,20.1,59,41,0.256217085714286,0.173383523757491
"28163",108105,2010-02-17,2010-04-17,"02/17/2010","C",1140,13.3,15.2,231,7064,0.178074,0.300494,0.004489,150.9103,-79.8412,45504198,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.964482456140351,14.25,59,41,0.256217085714286,0.167265792742636
"28166",108105,2010-02-17,2010-04-17,"02/17/2010","C",1155,9.1,10.5,126,127,0.172531,0.231687,0.004061,132.2805,-68.29438,45351447,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.95195670995671,9.8,59,41,0.256217085714286,0.162712751552493
"28170",108105,2010-02-17,2010-04-17,"02/17/2010","C",1175,4.8,6,2231,15883,0.164448,0.150035,0.00326,101.2114,-50.19865,46792570,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.935753191489362,5.4,59,41,0.256217085714286,0.155773880643012
"28174",108105,2010-02-17,2010-04-17,"02/17/2010","C",1195,2.2,3.4,1532,1610,0.158956,0.089698,0.002343,70.32321,-33.94312,45452567,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.920092050209205,2.8,59,41,0.256217085714286,0.151143847657363
"28180",108105,2010-02-17,2010-05-22,"02/17/2010","C",1150,18.4,20.3,150,8364,0.184054,0.310448,0.003464,194.279,-64.59699,45163707,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.956095652173913,19.35,94,66,0.281398821428571,0.171209709072845
"28188",108105,2010-02-17,2010-06-19,"02/17/2010","C",1150,23.9,25.7,506,78966,0.187475,0.335036,0.003069,228.7125,-58.42688,45904764,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.956095652173913,24.8,122,85,0.300401657142857,0.173828886270473
"28197",108105,2010-02-17,2010-09-18,"02/17/2010","C",1150,38.9,40.9,500,13111,0.195405,0.378975,0.002309,315.3309,-45.86357,45319463,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.956095652173913,39.9,213,148,0.374287373626374,0.177464963787285
"28733",108105,2010-02-17,2010-03-20,"02/17/2010","C",1200,0.4,0.65,4507,102297,0.162736,0.027613,0.001259,19.67761,-19.57775,45742523,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.916258333333333,0.525,31,22,0.234258685714286,0.152736535746206
"28735",108105,2010-02-17,2010-03-20,"02/17/2010","C",1210,0.25,0.6,1352,6718,0.169523,0.022103,0.001003,16.32622,-16.95751,46572652,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.908685950413223,0.425,31,22,0.234258685714286,0.159300512825194
"28737",108105,2010-02-17,2010-03-20,"02/17/2010","C",1220,0.25,0.4,1344,1622,0.17449,0.016969,0.000778,13.04264,-13.969,45647607,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.901237704918033,0.325,31,22,0.234258685714286,0.164134054205112
"28753",108105,2010-02-17,2010-04-17,"02/17/2010","C",1200,2.1,2.45,4034,21871,0.156613,0.076216,0.002104,62.21486,-29.62771,46513288,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.916258333333333,2.275,59,41,0.256217085714286,0.149031255913324
"28777",108105,2010-02-17,2010-06-19,"02/17/2010","C",1200,9.9,11.2,1044,116195,0.173071,0.184896,0.002439,167.7798,-40.4275,33432888,1,NA,1,"CBOE S&P 500 INDEX","I","E",1099.51,0.916258333333333,10.55,122,85,0.300401657142857,0.162441822992996
"32515",108105,2010-02-24,2010-03-20,"02/24/2010","C",1090,27.2,28.6,348,26508,0.187545,0.617028,0.007485,103.3628,-147.8139,46407398,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,1.01398165137615,27.9,24,17,0.229055628571429,0.169031764564885
"32527",108105,2010-02-24,2010-04-17,"02/24/2010","C",1050,65.5,67.9,254,1506,0.216227,0.739556,0.003644,131.851,-88.58653,46913136,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,1.05260952380952,66.7,52,36,0.252646828571429,0.193057214498467
"32535",108105,2010-02-24,2010-04-17,"02/24/2010","C",1090,36.7,38.4,201,1797,0.191342,0.575723,0.004986,159.6481,-99.48784,45156245,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,1.01398165137615,37.55,52,36,0.252646828571429,0.175690828304977
"32582",108105,2010-02-24,2010-03-20,"02/24/2010","C",1100,20.8,21.5,19765,220003,0.176961,0.54104,0.008252,107.5203,-146.4492,45338004,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,1.00476363636364,21.15,24,17,0.229055628571429,0.160355616334222
"32584",108105,2010-02-24,2010-03-20,"02/24/2010","C",1110,15.3,16.2,993,54609,0.171643,0.456399,0.008505,107.4834,-143.4401,46067379,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,0.995711711711712,15.75,24,17,0.229055628571429,0.156432707143654
"32586",108105,2010-02-24,2010-03-20,"02/24/2010","C",1120,10.7,11.6,341,28677,0.165673,0.368747,0.008382,102.2499,-132.7715,45081879,1,NA,1,"CBOE S&P 500 INDEX","I","E",1105.24,0.986821428571429,11.15,24,17,0.229055628571429,0.151678563456444
